ons_dataset_id,ons_edition,ons_version,ons_release_date,v4_0,mmm-yy,Time,uk-only,Geography,cpih1dim1aggid,Aggregate,value
cpih01,time-series,67,2026-02-18T00:00:00.000Z,118.4,Jan-26,1-01-26,K02000001,United Kingdom,CP055,05.5 Tools and equipment for house and garden,118.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,132.5,Jan-26,1-01-26,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",132.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,131.0,Jan-26,1-01-26,K02000001,United Kingdom,CP092,09.2 Other major durables for recreation and culture,131.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.5,Jan-26,1-01-26,K02000001,United Kingdom,CP093,"09.3 Other recreational items, gardens and pets",124.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,160.0,Jan-26,1-01-26,K02000001,United Kingdom,CP096,09.6 Package holidays,160.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,149.2,Jan-26,1-01-26,K02000001,United Kingdom,CP112,11.2 Accommodation services,149.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,101.9,Jan-26,1-01-26,K02000001,United Kingdom,CP1232,12.3.2 Other personal effects,101.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.1,Jan-26,1-01-26,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",146.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,106.8,Jan-26,1-01-26,K02000001,United Kingdom,CP054,"05.4 Glassware, tableware and household utensils",106.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,149.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",149.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,201.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0451,04.5.1 Electricity,201.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,141.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0562,05.6.2 Domestic services and household services,141.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,154.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0622,06.2.2 Dental services,154.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,122.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,122.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,197.5,Jan-26,1-01-26,K02000001,United Kingdom,CP022,02.2 Tobacco,197.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,134.6,Jan-26,1-01-26,K02000001,United Kingdom,CP0511,05.1.1 Furniture and furnishings,134.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,111.6,Jan-26,1-01-26,K02000001,United Kingdom,CP052,05.2 Household textiles,111.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,123.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0533,05.3.3 Repair of household appliances,123.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,131.1,Jan-26,1-01-26,K02000001,United Kingdom,CP0621_0623,06.2.1/3 Medical services and paramedical services,131.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,77.1,Jan-26,1-01-26,K02000001,United Kingdom,CP0911,09.1.1 Reception and reproduction of sound and pictures,77.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0611,06.1.1 Pharmaceutical products,139.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,150.2,Jan-26,1-01-26,K02000001,United Kingdom,CP073,07.3 Transport services,150.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,128.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",128.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,136.7,Jan-26,1-01-26,K02000001,United Kingdom,CP07,07 Transport,136.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,152.7,Jan-26,1-01-26,K02000001,United Kingdom,CP10,10 Education,152.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,148.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,148.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,143.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0721,07.2.1 Spare parts and accessories,143.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,142.1,Jan-26,1-01-26,K02000001,United Kingdom,CP08,08 Communication,142.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,140.5,Jan-26,1-01-26,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,140.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,151.3,Jan-26,1-01-26,K02000001,United Kingdom,CP111,11.1 Catering services,151.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,131.3,Jan-26,1-01-26,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",131.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,135.6,Jan-26,1-01-26,K02000001,United Kingdom,CP0953_0954,"09.5.3/4 Miscellaneous printed matter, stationery and drawing materials",135.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,150.7,Jan-26,1-01-26,K02000001,United Kingdom,CP11,11 Restaurants and hotels,150.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,177.5,Jan-26,1-01-26,K02000001,United Kingdom,CP125,12.5 Insurance,177.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0211,02.1.1 Spirits,121.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,136.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0112,01.1.2 Meat,136.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,134.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0113,01.1.3 Fish,134.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,189.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0115,01.1.5 Oils and fats,189.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0212,02.1.2 Wine,121.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,101.3,Jan-26,1-01-26,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,101.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,142.8,Jan-26,1-01-26,K02000001,United Kingdom,CP04,"04 Housing, water, electricity, gas and other fuels",142.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,137.0,Jan-26,1-01-26,K02000001,United Kingdom,CP042,04.2 Owner Occupiers Housing Costs,137.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,110.6,Jan-26,1-01-26,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,110.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,165.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0441,04.4.1 Water supply,165.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,140.4,Jan-26,1-01-26,K02000001,United Kingdom,CP0116,01.1.6 Fruit,140.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,151.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0454,04.5.4 Solid fuels,151.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,142.3,Jan-26,1-01-26,K02000001,United Kingdom,CP06,06 Health,142.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,140.7,Jan-26,1-01-26,K02000001,United Kingdom,CP062,06.2 Out-patient services,140.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0712_0713,07.1.2/3 Motocycles and bicycles,121.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,135.5,Jan-26,1-01-26,K02000001,United Kingdom,CP09,09 Recreation and culture,135.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,150.4,Jan-26,1-01-26,K02000001,United Kingdom,CP124,12.4 Social protection,150.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,175.4,Jan-26,1-01-26,K02000001,United Kingdom,CP1253,12.5.3 Health insurance,175.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,90.7,Jan-26,1-01-26,K02000001,United Kingdom,CP126,12.6 Financial services (nec),90.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,176.5,Jan-26,1-01-26,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",176.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,119.2,Jan-26,1-01-26,K02000001,United Kingdom,CP053,"05.3 Household appliances, fitting and repairs",119.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,164.4,Jan-26,1-01-26,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,164.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,168.4,Jan-26,1-01-26,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,168.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,95.8,Jan-26,1-01-26,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,95.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,79.6,Jan-26,1-01-26,K02000001,United Kingdom,CP0912,"09.1.2 Photographic, cinematographic and optical equipment",79.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0951,09.5.1 Books,146.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.3,Jan-26,1-01-26,K02000001,United Kingdom,CP12,12 Miscellaneous goods and services,124.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,141.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0111,01.1.1 Bread and cereals,141.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0312,03.1.2 Garments,121.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,134.7,Jan-26,1-01-26,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,134.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.7,Jan-26,1-01-26,K02000001,United Kingdom,CP043,04.3 Regular maintenance and repair of the dwelling,121.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,152.7,Jan-26,1-01-26,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,152.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,167.2,Jan-26,1-01-26,K02000001,United Kingdom,CP063,06.3 Hospital services,167.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,140.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0711N1,07.1.1.1 New motor cars,140.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,141.1,Jan-26,1-01-26,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,141.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,174.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0724,07.2.4 Other services,174.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,175.2,Jan-26,1-01-26,K02000001,United Kingdom,CP081,08.1 Postal services,175.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,145.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0942,09.4.2 Cultural services,145.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,158.2,Jan-26,1-01-26,K02000001,United Kingdom,CP095,"09.5 Books, newspapers and stationery",158.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.9,Jan-26,1-01-26,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,146.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,154.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0119,01.1.9 Food products (nec),154.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,159.7,Jan-26,1-01-26,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,159.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,125.0,Jan-26,1-01-26,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,125.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,118.0,Jan-26,1-01-26,K02000001,United Kingdom,CP03,03 Clothing and footwear,118.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,132.4,Jan-26,1-01-26,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,132.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,143.4,Jan-26,1-01-26,K02000001,United Kingdom,CP0452,04.5.2 Gas,143.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,120.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0612_0613,06.1.2/3 Other medical and therapeutic equipment,120.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,106.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",106.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.1,Jan-26,1-01-26,K02000001,United Kingdom,CP094,09.4 Recreational and cultural services,146.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,215.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0952,09.5.2 Newspapers and periodicals,215.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,125.4,Jan-26,1-01-26,K02000001,United Kingdom,CP121,12.1 Personal care,125.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,144.3,Jan-26,1-01-26,K02000001,United Kingdom,CP01,01 Food and non-alcoholic beverages,144.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.4,Jan-26,1-01-26,K02000001,United Kingdom,CP00,Overall Index,139.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,143.7,Jan-26,1-01-26,K02000001,United Kingdom,CP011,01.1 Food,143.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,139.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,156.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",156.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,121.4,Jan-26,1-01-26,K02000001,United Kingdom,CP031,03.1 Clothing,121.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,154.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0453,04.5.3 Liquid fuels,154.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,128.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0733,07.3.3 Passenger transport by air,128.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,107.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products,107.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,148.7,Jan-26,1-01-26,K02000001,United Kingdom,CP012,01.2 Non-alcoholic beverages,148.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,164.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0443,04.4.3 Sewerage collection,164.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,137.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,137.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,119.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,119.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.7,Jan-26,1-01-26,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",146.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,148.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0934_0935,"09.3.4/5 Pets, related products and services",148.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,135.9,Jan-26,1-01-26,K02000001,United Kingdom,CP0213,02.1.3 Beer,135.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,115.6,Jan-26,1-01-26,K02000001,United Kingdom,CP1112,11.1.2 Canteens,115.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,152.7,Jan-26,1-01-26,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,152.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,118.9,Jan-26,1-01-26,K02000001,United Kingdom,CP1212_1213,12.1.2/3 Appliances and products for personal care,118.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,116.3,Jan-26,1-01-26,K02000001,United Kingdom,CP0313,03.1.3 Other clothing and clothing accessories,116.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,122.1,Jan-26,1-01-26,K02000001,United Kingdom,CP123,12.3 Personal effects (nec),122.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,110.4,Jan-26,1-01-26,K02000001,United Kingdom,CP127,12.7 Other services (nec),110.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,159.0,Jan-26,1-01-26,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",159.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.5,Jan-26,1-01-26,K02000001,United Kingdom,CP05,"05 Furniture, household equipment and maintenance",124.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.0,Jan-26,1-01-26,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,124.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,118.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0932,09.3.2 Equipment for sport and open-air recreation,118.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,116.2,Jan-26,1-01-26,K02000001,United Kingdom,CP1252,12.5.2 House contents insurance,116.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,184.1,Jan-26,1-01-26,K02000001,United Kingdom,CP1254,12.5.4 Transport insurance,184.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,134.9,Jan-26,1-01-26,K02000001,United Kingdom,CP051,"05.1 Furniture, furnishings and carpets",134.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,132.1,Jan-26,1-01-26,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,132.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,115.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0561,05.6.1 Non-durable household goods,115.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,111.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,111.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,155.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0723,07.2.3 Maintenance and repairs,155.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,141.2,Jan-26,1-01-26,K02000001,United Kingdom,CP0731,07.3.1 Passenger transport by railway,141.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,154.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,154.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,71.8,Jan-26,1-01-26,K02000001,United Kingdom,CP0913,09.1.3 Data processing equipment,71.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,158.5,Jan-26,1-01-26,K02000001,United Kingdom,CP0914,09.1.4 Recording media,158.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,148.5,Dec-25,1-12-25,K02000001,United Kingdom,CP0951,09.5.1 Books,148.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.5,Dec-25,1-12-25,K02000001,United Kingdom,CP0117,01.1.7 Vegetables including potatoes and tubers,139.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,112.0,Dec-25,1-12-25,K02000001,United Kingdom,CP0711N2,07.1.1.2 Second-hand motor cars,112.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,159.1,Dec-25,1-12-25,K02000001,United Kingdom,CP0914,09.1.4 Recording media,159.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.8,Dec-25,1-12-25,K02000001,United Kingdom,CP0734,07.3.4 Passenger transport by sea and inland waterway,146.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,134.3,Dec-25,1-12-25,K02000001,United Kingdom,CP041,04.1 Actual rentals for housing,134.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,159.9,Dec-25,1-12-25,K02000001,United Kingdom,CP096,09.6 Package holidays,159.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,133.9,Dec-25,1-12-25,K02000001,United Kingdom,CP1231,"12.3.1 Jewellery, clocks and watches",133.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,148.5,Dec-25,1-12-25,K02000001,United Kingdom,CP0452,04.5.2 Gas,148.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,152.3,Dec-25,1-12-25,K02000001,United Kingdom,CP0118,"01.1.8 Sugar, jam, syrups, chocolate and confectionery",152.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,132.1,Dec-25,1-12-25,K02000001,United Kingdom,CP056,05.6 Goods and services for routine maintenance,132.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.8,Dec-25,1-12-25,K02000001,United Kingdom,CP06,06 Health,139.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,131.3,Dec-25,1-12-25,K02000001,United Kingdom,CP061,"06.1 Medical products, appliances and equipment",131.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,129.0,Dec-25,1-12-25,K02000001,United Kingdom,CP0933,"09.3.3 Gardens, plants and flowers",129.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,141.6,Dec-25,1-12-25,K02000001,United Kingdom,CP08,08 Communication,141.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.2,Dec-25,1-12-25,K02000001,United Kingdom,CP1211,12.1.1 Hairdressing and personal grooming establishments,146.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,171.6,Dec-25,1-12-25,K02000001,United Kingdom,CP125,12.5 Insurance,171.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,146.4,Dec-25,1-12-25,K02000001,United Kingdom,CP0121,"01.2.1 Coffee, tea and cocoa",146.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,149.2,Dec-25,1-12-25,K02000001,United Kingdom,CP0122,"01.2.2 Mineral waters, soft drinks and juices",149.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.6,Dec-25,1-12-25,K02000001,United Kingdom,CP121,12.1 Personal care,124.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,122.9,Dec-25,1-12-25,K02000001,United Kingdom,CP021,02.1 Alcoholic beverages,122.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,107.4,Dec-25,1-12-25,K02000001,United Kingdom,CP0915,09.1.5 Repair of audio-visual equipment and related products,107.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,132.6,Dec-25,1-12-25,K02000001,United Kingdom,CP0213,02.1.3 Beer,132.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,164.4,Dec-25,1-12-25,K02000001,United Kingdom,CP044,04.4 Water supply and miscellaneous services relating to the dwelling,164.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,123.8,Dec-25,1-12-25,K02000001,United Kingdom,CP0531_0532,05.3.1/2 Major appliances and small electric goods,123.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,158.1,Dec-25,1-12-25,K02000001,United Kingdom,CP0314,"03.1.4 Cleaning, repair and hire of clothing",158.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.8,Dec-25,1-12-25,K02000001,United Kingdom,CP0722,07.2.2 Fuels and lubricants,124.8
cpih01,time-series,67,2026-02-18T00:00:00.000Z,142.0,Dec-25,1-12-25,K02000001,United Kingdom,CP072,07.2 Operation of personal transport equipment,142.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,153.3,Dec-25,1-12-25,K02000001,United Kingdom,CP112,11.2 Accommodation services,153.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,124.2,Dec-25,1-12-25,K02000001,United Kingdom,CP071,07.1 Purchase of vehicles,124.2
cpih01,time-series,67,2026-02-18T00:00:00.000Z,157.7,Dec-25,1-12-25,K02000001,United Kingdom,CP02,02 Alcoholic beverages and tobacco,157.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.3,Dec-25,1-12-25,K02000001,United Kingdom,CP0512,05.1.2 Carpets and other floor coverings,139.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,151.7,Dec-25,1-12-25,K02000001,United Kingdom,CP111,11.1 Catering services,151.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,147.3,Dec-25,1-12-25,K02000001,United Kingdom,CP0114,"01.1.4 Milk, cheese and eggs",147.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,170.1,Dec-25,1-12-25,K02000001,United Kingdom,CP0732_0736,07.3.2/6 Passenger transport by road and other services,170.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,174.6,Dec-25,1-12-25,K02000001,United Kingdom,CP045,"04.5 Electricity, gas and other fuels",174.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,126.4,Dec-25,1-12-25,K02000001,United Kingdom,CP0312,03.1.2 Garments,126.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,136.0,Dec-25,1-12-25,K02000001,United Kingdom,CP0112,01.1.2 Meat,136.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,102.4,Dec-25,1-12-25,K02000001,United Kingdom,CP032,03.2 Footwear including repairs,102.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,131.4,Dec-25,1-12-25,K02000001,United Kingdom,CP0431,04.3.1 Materials for maintenance and repair of the dwelling,131.4
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.9,Dec-25,1-12-25,K02000001,United Kingdom,CP082_083,08.2/3 Telephone and telefax equipment,139.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,110.6,Dec-25,1-12-25,K02000001,United Kingdom,CP0432,04.3.2 Services for maintenance and repair of the dwelling,110.6
cpih01,time-series,67,2026-02-18T00:00:00.000Z,107.0,Dec-25,1-12-25,K02000001,United Kingdom,CP0931,"09.3.1 Games, toys and hobbies",107.0
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.5,Dec-25,1-12-25,K02000001,United Kingdom,CP0116,01.1.6 Fruit,139.5
cpih01,time-series,67,2026-02-18T00:00:00.000Z,139.9,Dec-25,1-12-25,K02000001,United Kingdom,CP00,Overall Index,139.9
cpih01,time-series,67,2026-02-18T00:00:00.000Z,152.7,Dec-25,1-12-25,K02000001,United Kingdom,CP049,04.9 Council Tax and rates,152.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,149.7,Dec-25,1-12-25,K02000001,United Kingdom,CP0941,09.4.1 Recreational and sporting services,149.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,175.7,Dec-25,1-12-25,K02000001,United Kingdom,CP081,08.1 Postal services,175.7
cpih01,time-series,67,2026-02-18T00:00:00.000Z,95.3,Dec-25,1-12-25,K02000001,United Kingdom,CP091,09.1 Audio-visual equipment and related products,95.3
cpih01,time-series,67,2026-02-18T00:00:00.000Z,196.1,Dec-25,1-12-25,K02000001,United Kingdom,CP022,02.2 Tobacco,196.1
cpih01,time-series,67,2026-02-18T00:00:00.000Z,153.0,Dec-25,1-12-25,K02000001,United Kingdom,CP1111,11.1.1 Restaurants and cafes,153.0
