geography,Asian_pct,Black_pct,Mixed_pct,Other_ethnicity_pct,White_pct,Buddhist_pct,Christian_pct,Hindu_pct,Jewish_pct,Muslim_pct,No_religion_pct,Other_religion_pct,Sikh_pct,nomis_dataset,DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,SEX,SEX_NAME,SEX_CODE,SEX_TYPE,SEX_TYPECODE,SEX_SORTORDER,PAY,PAY_NAME,PAY_CODE,PAY_TYPE,PAY_TYPECODE,PAY_SORTORDER,ITEM,ITEM_NAME,ITEM_CODE,ITEM_TYPE,ITEM_TYPECODE,ITEM_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2002,2002,2002,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,392.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32032e0d2013265926d8d1d2d20100,10,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2002,2002,2002,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32032e0d2013265926d8d1d2d20701,11,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2003,2003,2003,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,407.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32048e0d2013265926d8d1d2d20100,34,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2003,2003,2003,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32048e0d2013265926d8d1d2d20701,35,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2004,2004,2004,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,419.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32064e1d2013265926d8d1d2d20100,58,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2004,2004,2004,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32064e1d2013265926d8d1d2d20701,59,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2005,2005,2005,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,427.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32080e1d2013265926d8d1d2d20100,82,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2005,2005,2005,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32080e1d2013265926d8d1d2d20701,83,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2006,2006,2006,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,440.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32096e1d2013265926d8d1d2d20100,106,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2006,2006,2006,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32096e1d2013265926d8d1d2d20701,107,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2007,2007,2007,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,450.5,A,Normal Value,F,Free (free for publication),Nm-99d1d32112e1d2013265926d8d1d2d20100,10,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2007,2007,2007,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32112e1d2013265926d8d1d2d20701,11,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2008,2008,2008,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,469.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32128e1d2013265926d8d1d2d20100,34,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2008,2008,2008,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32128e1d2013265926d8d1d2d20701,35,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2009,2009,2009,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,478.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32144e1d2013265926d8d1d2d20100,58,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2009,2009,2009,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32144e1d2013265926d8d1d2d20701,59,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2010,2010,2010,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,488.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32160e1d2013265926d8d1d2d20100,82,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2010,2010,2010,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32160e1d2013265926d8d1d2d20701,83,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2011,2011,2011,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,489.3,A,Normal Value,F,Free (free for publication),Nm-99d1d32176e1d2013265926d8d1d2d20100,106,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2011,2011,2011,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32176e1d2013265926d8d1d2d20701,107,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2012,2012,2012,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,495.2,A,Normal Value,F,Free (free for publication),Nm-99d1d32192e1d2013265926d8d1d2d20100,10,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2012,2012,2012,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32192e1d2013265926d8d1d2d20701,11,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2013,2013,2013,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,505.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32208e1d2013265926d8d1d2d20100,34,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2013,2013,2013,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32208e1d2013265926d8d1d2d20701,35,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2014,2014,2014,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,504.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32224e1d2013265926d8d1d2d20100,58,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2014,2014,2014,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32224e1d2013265926d8d1d2d20701,59,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2015,2015,2015,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,516.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32240e1d2013265926d8d1d2d20100,82,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2015,2015,2015,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,1.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32240e1d2013265926d8d1d2d20701,83,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2016,2016,2016,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,528.6,A,Normal Value,F,Free (free for publication),Nm-99d1d32256e1d2013265926d8d1d2d20100,106,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2016,2016,2016,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32256e1d2013265926d8d1d2d20701,107,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2017,2017,2017,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,545.1,A,Normal Value,F,Free (free for publication),Nm-99d1d32272e1d2013265926d8d1d2d20100,10,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2017,2017,2017,date,0,0,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32272e1d2013265926d8d1d2d20701,11,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2018,2018,2018,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,557.8,A,Normal Value,F,Free (free for publication),Nm-99d1d32288e1d2013265926d8d1d2d20100,34,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2018,2018,2018,date,0,1,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32288e1d2013265926d8d1d2d20701,35,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2019,2019,2019,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,581.0,A,Normal Value,F,Free (free for publication),Nm-99d1d32304e1d2013265926d8d1d2d20100,58,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2019,2019,2019,date,0,2,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32304e1d2013265926d8d1d2d20701,59,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2020,2020,2020,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,574.9,A,Normal Value,F,Free (free for publication),Nm-99d1d32320e1d2013265926d8d1d2d20100,82,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2020,2020,2020,date,0,3,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20701,Confidence,0.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32320e1d2013265926d8d1d2d20701,83,120
East,6.40664869792386,2.919555017107138,2.8359253836773837,1.361183569255297,86.47668733203632,0.4505718738687808,49.6613526600899,1.4558256047706069,0.7060824766176876,3.9449869068461854,42.76170930610486,0.6113499544067177,0.4081212172952647,NM_99_1,2021,2021,2021,date,0,4,2013265926,E12000006,regions,480,5,8,Full Time Workers,8,sex,0,0,1,Weekly pay - gross,1,item,0,0,2,Median,2,item,0,0,20100,Value,600.7,A,Normal Value,F,Free (free for publication),Nm-99d1d32336e1d2013265926d8d1d2d20100,106,120
