nomis_dataset,DATE,DATE_NAME,SEX,SEX_NAME,PAY,PAY_NAME,ITEM,ITEM_NAME,MEASURES,MEASURES_NAME,GEOGRAPHY_NAME,Proxy_Flag,Proxy_Source,OBS_VALUE,Source_Geography_Count,GEOGRAPHY_CODE,GEOGRAPHY
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Peterborough,False,direct_or_alias,495.5,1,E06000031,Peterborough
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Peterborough,False,direct_or_alias,3.7,1,E06000031,Peterborough
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Plymouth,False,direct_or_alias,521.2,1,E06000026,Plymouth
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Plymouth,False,direct_or_alias,3.1,1,E06000026,Plymouth
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Portsmouth,False,direct_or_alias,534.0,1,E06000044,Portsmouth
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Portsmouth,False,direct_or_alias,3.8,1,E06000044,Portsmouth
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Preston,False,direct_or_alias,476.9,1,E07000123,Preston
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Preston,False,direct_or_alias,4.5,1,E07000123,Preston
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Ripon,True,area_to_city,446.1,1,E07000165,Ripon
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Ripon,True,area_to_city,4.8,1,E07000165,Ripon
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Salford,False,direct_or_alias,516.1,1,E08000006,Salford
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Salford,False,direct_or_alias,3.7,1,E08000006,Salford
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Salisbury,True,area_to_city,490.0,1,E06000054,Salisbury
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Salisbury,True,area_to_city,3.1,1,E06000054,Salisbury
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Sheffield,False,direct_or_alias,495.8,1,E08000019,Sheffield
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Sheffield,False,direct_or_alias,3.1,1,E08000019,Sheffield
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Southampton,False,direct_or_alias,549.0,1,E06000045,Southampton
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Southampton,False,direct_or_alias,2.8,1,E06000045,Southampton
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Southend-on-Sea,False,direct_or_alias,465.4,1,E06000033,Southend-on-Sea
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Southend-on-Sea,False,direct_or_alias,4.9,1,E06000033,Southend-on-Sea
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,St Albans,False,direct_or_alias,518.2,1,E07000240,St Albans
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,St Albans,False,direct_or_alias,5.3,1,E07000240,St Albans
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,St Asaph,True,area_to_city,510.3,1,W06000004,St Asaph
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,St Asaph,True,area_to_city,7.6,1,W06000004,St Asaph
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,St Davids,True,area_to_city,434.2,1,W06000009,St Davids
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,St Davids,True,area_to_city,9.3,1,W06000009,St Davids
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Stirling,False,direct_or_alias,504.8,1,S12000030,Stirling
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Stirling,False,direct_or_alias,7.1,1,S12000030,Stirling
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Stoke on Trent,False,direct_or_alias,470.3,1,E06000021,Stoke on Trent
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Stoke on Trent,False,direct_or_alias,2.8,1,E06000021,Stoke on Trent
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Sunderland,False,direct_or_alias,480.0,1,E08000024,Sunderland
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Sunderland,False,direct_or_alias,3.1,1,E08000024,Sunderland
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Swansea,False,direct_or_alias,460.4,1,W06000011,Swansea
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Swansea,False,direct_or_alias,4.7,1,W06000011,Swansea
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Truro,True,area_to_city,422.2,1,E06000052,Truro
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Truro,True,area_to_city,3.3,1,E06000052,Truro
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Wakefield,False,direct_or_alias,475.9,1,E08000036,Wakefield
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Wakefield,False,direct_or_alias,2.7,1,E08000036,Wakefield
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Wells,True,area_to_city,455.85,4,E07000187|E07000188|E07000189|E07000190,Wells
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Wells,True,area_to_city,6.6,4,E07000187|E07000188|E07000189|E07000190,Wells
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Westminster,False,direct_or_alias,692.3,1,E09000033,Westminster
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Westminster,False,direct_or_alias,1.9,1,E09000033,Westminster
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Winchester,False,direct_or_alias,583.5,1,E07000094,Winchester
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Winchester,False,direct_or_alias,5.8,1,E07000094,Winchester
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Wolverhampton,False,direct_or_alias,460.0,1,E08000031,Wolverhampton
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Wolverhampton,False,direct_or_alias,4.1,1,E08000031,Wolverhampton
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Worcester,False,direct_or_alias,498.3,1,E07000237,Worcester
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Worcester,False,direct_or_alias,5.5,1,E07000237,Worcester
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Wrexham,False,direct_or_alias,464.8,1,W06000006,Wrexham
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Wrexham,False,direct_or_alias,5.4,1,W06000006,Wrexham
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,York,False,direct_or_alias,494.6,1,E06000014,York
NM_99_1,2015,2015,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,York,False,direct_or_alias,4.5,1,E06000014,York
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Aberdeen,False,direct_or_alias,609.9,1,S12000033,Aberdeen
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Aberdeen,False,direct_or_alias,3.6,1,S12000033,Aberdeen
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Bangor,True,area_to_city,435.6,1,W06000002,Bangor
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Bangor,True,area_to_city,5.4,1,W06000002,Bangor
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Bath,True,area_to_city,535.2,1,E06000022,Bath
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Bath,True,area_to_city,4.4,1,E06000022,Bath
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Birmingham,False,direct_or_alias,543.9,1,E08000025,Birmingham
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Birmingham,False,direct_or_alias,2.3,1,E08000025,Birmingham
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Bradford,False,direct_or_alias,478.0,1,E08000032,Bradford
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Bradford,False,direct_or_alias,3.1,1,E08000032,Bradford
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Brighton and Hove,False,direct_or_alias,495.1,1,E06000043,Brighton and Hove
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Brighton and Hove,False,direct_or_alias,3.6,1,E06000043,Brighton and Hove
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Bristol,False,direct_or_alias,536.6,1,E06000023,Bristol
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Bristol,False,direct_or_alias,3.1,1,E06000023,Bristol
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Cambridge,False,direct_or_alias,608.7,1,E07000008,Cambridge
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20701,Confidence,Cambridge,False,direct_or_alias,3.8,1,E07000008,Cambridge
NM_99_1,2016,2016,8,Full Time Workers,1,Weekly pay - gross,2,Median,20100,Value,Canterbury,False,direct_or_alias,481.9,1,E07000106,Canterbury
